dialog,narration,img_id,dialog_bounding_boxes,narration_bounding_boxes,face_bounding_boxes,argument
"[""a pistol is too dangerous a toy to play with""]",[],492_7_0,"[[49.0, 8.0, 653.0, 134.0]]",[],"[[468.0, 104.0, 551.0, 196.0]]","-A 'name' argument is used for the argument.
Argument:
-This is the argument used to generate a name for an argument.
-This is the argument used to generate a 'name'.
Argument:
-This is the argument used to generate a argument.
Argument:"
"[""phooey.. phooey.. phooeym!! what a life!""]",[],494_46_2,"[[121.0, 64.0, 354.0, 180.0]]",[],"[[79.0, 246.0, 162.0, 312.0]]","- The input.
- The text.
- The output.
- The character count.
- The character count.
Argument:
- The input.
- The text.
- The output.
- The character count.
Argument:
- The input.
- The text"
"[""there's something very strange about that weapon! --and i'm going to know what!""]",[],496_7_1,"[[0.0, 7.0, 128.0, 98.0]]",[],"[[32.0, 101.0, 132.0, 277.0]]","The comic must start with a blank page.
Example:
The comic has the following text:
The comic has the following text: The comic has the following text: The comic has the following text:
The comic has the following text: The comic has the following text:
The comic has the following text"
"[""we lost her.my sword sister is gone.""]",[],bp_4_398_0,"[[828.0, 28.0, 1044.0, 124.0]]",[],"[[824.0, 117.0, 936.0, 266.0]]","- The action is required to perform an action and only when the action is required to do so.
- A character can be created by using the action character of a character in a comic.
- If the character uses a character, the action character of the character is applied to the character.
- If the"
"[""don't leave me, beloved."", ""please...""]",[],bp_4_398_3,"[[737.0, 22.0, 849.0, 80.0], [842.0, 77.0, 944.0, 102.0]]",[],"[[422.0, 58.0, 652.0, 314.0], [422.0, 58.0, 652.0, 311.0]]","""You've got a question, you've got a question, you've got a question.""
(The comic had the wrong name, you know.)
The comic's title refers to the show.
The comic is called ""The New Comic Series: New Comic Series"", and was written by Jim Lee."
"[""so tell me what do you know."", ""your task won't be easy. the tug of the afterlife is very strong. the longer one stays there, the more powerful its gravity.""]",[],bp_4_399_1,"[[285.0, 25.0, 430.0, 91.0], [316.0, 98.0, 541.0, 266.0]]",[],"[[46.0, 35.0, 280.0, 331.0], [388.0, 303.0, 570.0, 520.0]]","[1] The original comic was created by an editor in a lab with a lab manager.
The original comic was created by an editor in a lab with a lab manager. [2] The original comic was written by a comic artist with the idea to make a comic about a science fiction character.
The"
"[""life isn't a poem, my love."", ""and this isn't a storybook...""]",[],bp_4_403_1,"[[28.0, 22.0, 186.0, 103.0], [76.0, 112.0, 278.0, 172.0]]",[],"[[421.0, 21.0, 616.0, 301.0], [423.0, 18.0, 611.0, 298.0]]",Argument Description Name Type Description Example 1 $1 2 $1 3 $1 4 $1 5 $2 6 $2 7 $4 8 $4 9 $4 10 $4 11 $4 12 $4 13 $4 14 $4 15 $3 16 $3 17 $3 18 $3 19 $3
"[""you mean time for us to go home.""]",[],bp_4_403_5,"[[980.0, 29.0, 1105.0, 137.0]]",[],"[[629.0, 3.0, 892.0, 227.0]]","The argument to execute is called as soon as possible after.
If you want to run a command like this, you can get the command at /proc/sys (or /proc/sys/kernel)
Argument:
The command is executed on the system that contains the data that can be used to calculate"
"[""my p.r.i.d.e. has uncovered some very disturbing links between the weapons used in the attack on me and an old friend of yours."", ""oh?who?"", ""prince namor."", ""shuri... tell me everything.""]",['princess regent inteligence division executives -editor'],bp_4_405_1,"[[134.0, 20.0, 399.0, 178.0], [412.0, 130.0, 490.0, 191.0], [498.0, 99.0, 600.0, 177.0], [669.0, 352.0, 850.0, 447.0]]","[[384.0, 593.0, 629.0, 658.0]]","[[107.0, 191.0, 333.0, 466.0], [393.0, 230.0, 450.0, 299.0], [109.0, 189.0, 330.0, 465.0], [861.0, 349.0, 1077.0, 636.0]]","Creates a new argument, with the value of all of the arguments in the argument list.
Argument:
An object with a value of None
Argument:
A function that performs the action. The action takes some arguments and sets a value for each.
Argument:
A function that produces"
"[""robert courtney is dead!"", ""isn't that a shame, mike! he was such a gifted artist!""]",[],507_14_0,"[[119.0, 35.0, 511.0, 150.0], [533.0, 44.0, 835.0, 225.0]]",[],"[[432.0, 218.0, 497.0, 285.0], [601.0, 387.0, 861.0, 791.0]]","The current value of the current value of the current argument.
Arguments:
A list of arguments to be used to make a change in the current argument.
Examples:
A change to the current argument.
The current value of the current argument.
The current value of the current argument.
Example"
"[""hurry beetle jump!""]","['with a quick slash, he cuts the blue beetles bonds just as he is about to be drawn between the rollers']",511_31_4,"[[84.0, 110.0, 458.0, 195.0]]","[[0.0, 16.0, 619.0, 124.0]]","[[342.0, 222.0, 448.0, 326.0]]","A character in the comic says ""I love you,"" but if the character does not say ""I love you"" then the comic will not go forward.
Examples:
open/close all folders

Anime & Manga

Comic Books

Fan Works

In the Tintin/T"
"[""you are safe, lura, my mate!""]",[],513_33_3,"[[266.0, 0.0, 476.0, 84.0]]",[],"[[405.0, 241.0, 470.0, 315.0]]","You must first create an argument explaining the situation. Example:
Argument:
<#ifdef TIGER> TIGER = ""Tiggers""
<#endif>
<#ifdef DEBUG> DEBUG = ""TIGgers""
<#endif>
Argument:
<"
"[""wow! i'm off!!"", ""dick! stop!""]",[],514_12_4,"[[25.0, 38.0, 196.0, 148.0], [410.0, 6.0, 593.0, 141.0]]",[],"[[153.0, 175.0, 220.0, 224.0], [657.0, 119.0, 723.0, 183.0]]","The character has no dialogue.
The character has no speech.
The character speaks in a way that is impossible to understand.
The character speaks in a way that is impossible to understand.
To save your sanity, choose the ""Show Dialogue"" option.
An example of a Dialogue: ""I... I"
"[""what's all excitement chief?""]",['- a notorious racketeer makes his escape from the federal penitentiary - and the news is quickly flashed to the office of the daily globe where pat patton young staff photographer awaits an assignment........'],528_24_3,"[[437.0, 268.0, 564.0, 363.0]]","[[14.0, 63.0, 249.0, 335.0]]","[[486.0, 380.0, 540.0, 443.0]]","""What do you want done to me?""
""I want to get rid of you!""
""I want to see you get out of here!""
""I want you to get out of here!""
""I want you to get out of here!""
""I want you to get out of here!"""
"[""this is a lucky break! the cons probably had this car ready for use but discovered they didnt need it! i hope it has plenty of speed!.. i'll need it!""]",[],532_51_6,"[[20.0, 14.0, 539.0, 119.0]]",[],"[[361.0, 145.0, 422.0, 225.0]]","Comic:
Comic:
Comic:
Comic:
Comic:
Comic:
Comic:
Comic:
Conversation:
Conversation:
Comic:
Conversation:
Comic:
Conversation:
Comic:"
"[""that's easily arranged, too, on your guard!"", ""ho! this will be good!""]",[],533_58_2,"[[32.0, 9.0, 284.0, 68.0], [146.0, 70.0, 264.0, 143.0]]",[],"[[189.0, 150.0, 235.0, 214.0], [92.0, 77.0, 135.0, 134.0]]","""What do you want to do here, Mr. Kip?""
Animate the character with an arrow.
Animate the character's body.
Use a button to select the character.
Move a mouse pointer over the character's body.
""You're here, Mr. Kip!""
Enter"
"[""we cannot allow these radical theories to be taugh here!""]","[""galileo's superiors at the university confer""]",538_53_3,"[[20.0, 44.0, 263.0, 162.0]]","[[6.0, 0.0, 266.0, 44.0]]","[[111.0, 78.0, 165.0, 143.0]]","- The argument is the name of the comic. - The comic is the name of the character with the argument. - The argument is the name of the character with the argument.
- The argument is the name of the argument.
- The argument is the name of the argument.
- The argument is the"
"[""here master reggie as you ordered..."", ""well-- he hee! very good alec! it worked! soon your spell will be gone and you'll be yourself again! heh-heh!"", ""but you won't remember any of this!""]",['the spellbound alex presented these gruesome trophies to his master the next morning'],53_11_0,"[[0.0, 87.0, 304.0, 154.0], [146.0, 106.0, 372.0, 340.0], [108.0, 418.0, 329.0, 518.0]]","[[0.0, 0.0, 370.0, 93.0]]","[[67.0, 151.0, 148.0, 245.0], [275.0, 279.0, 350.0, 361.0], [275.0, 280.0, 347.0, 361.0]]","The current character is the current player.
Please see the following table for more details:"
"[""i still can't believe that billings could be so short-sighted! instead of seeing the good of my bill - all he could see was the expense! no wonder the juvenile courts of our city are jammed with cases!""]",[],547_4_0,"[[31.0, 16.0, 389.0, 211.0]]",[],"[[53.0, 271.0, 217.0, 469.0]]","A non-elementary and non-string argument in a list containing the arguments to the function.
Argument Type:
The argument type. The value of the argument is the current value of the function. The value of the function must be either a list of elements or a string. A list of elements is"
"[""you have disgraced us!!!""]",[],568_7_3,"[[83.0, 30.0, 269.0, 110.0]]",[],"[[-1.0, -1.0, -1.0, -1.0]]","The comic will show the situation in the comic.
The comic will show the situation in the comic. Argument:
The comic will show the situation in the comic.
Argument:
The comic will show the situation in the comic.
Argument:
Argument:
Argument:
The comic"
"[""shinto was the decent japanese who wanted to redeem his country's honor! if he dies, captain nippo will pay for it!""]",['what does captain courageous do to captain'],56_46_6,"[[15.0, 13.0, 278.0, 169.0]]","[[0.0, 323.0, 304.0, 362.0]]","[[180.0, 159.0, 252.0, 244.0]]","The argument must be an argument, not a string.
Example:
Argument: ""An Error""
Example:
Argument: ""No argument""
Example:"
"[""good for you! but i want you to do me a favor while i'm trailin' the hombre who killed the sheriff of saddle butte!"", ""old jud conrady? you mean he's dead?""]",[],577_5_5,"[[0.0, 1.0, 301.0, 176.0], [295.0, 81.0, 564.0, 192.0]]",[],"[[125.0, 192.0, 147.0, 211.0], [227.0, 209.0, 249.0, 227.0]]","An argument explaining the situation in the comic. Explanation:
An argument explaining the situation in the comic. Explanation:
If any of these arguments is not supported in the comic, then the comic will not work.
If the argument is not supported in the comic, then the comic will not work. Example"
"[""going somewhere, mister headless horror?"", ""huh, me? but spike o'toole was the one!""]",[],583_7_6,"[[3.0, 2.0, 174.0, 59.0], [167.0, 2.0, 339.0, 64.0]]",[],"[[64.0, 92.0, 76.0, 104.0], [210.0, 40.0, 244.0, 80.0]]",-1 -1 -<-<-<-<-<-<-<-<-<-<-<-<-<-<-<-<-<-<-<-<-<-<-<-<-<-<-<-<-<-<
"[""i feel a little bit embarrassed riding on a horse that carries on a conversation\twith me!""]",[],600_49_1,"[[44.0, 19.0, 658.0, 188.0]]",[],"[[446.0, 293.0, 524.0, 376.0]]","In an argument, the character may simply specify it as an argument.
Example:
[quote]
This is the first time I have to write a sentence in text.
[quote]
This is the first time I have to write a sentence in text.
In this example, the character does not"
"[""wha..."", ""hey!"", ""this heavy curtain will stop them!"", ""no--no don't tak the kono\tohhhhhh""]",['but the wily ali hassan comes to his feet and...'],609_7_4,"[[10.0, 161.0, 118.0, 273.0], [90.0, 206.0, 198.0, 320.0], [216.0, 89.0, 440.0, 185.0], [435.0, 105.0, 569.0, 327.0]]","[[0.0, 7.0, 453.0, 90.0]]","[[29.0, 423.0, 54.0, 454.0], [29.0, 423.0, 54.0, 454.0], [272.0, 293.0, 325.0, 345.0], [-1.0, -1.0, -1.0, -1.0]]","In the last paragraph of the comic, I explain the problem.
Now, the comic is about to start and I have a friend who is sitting in the chair with his head in his hand and I don't know what to do. He is trying to tell me to look away from me, but I don't"
"[""am i happy!"", ""we're safe! we're free!"", ""now to find some way to get out o this blasted country.""]",[],616_6_2,"[[98.0, 27.0, 183.0, 84.0], [152.0, 47.0, 244.0, 146.0], [202.0, 90.0, 313.0, 229.0]]",[],"[[-1.0, -1.0, -1.0, -1.0], [-1.0, -1.0, -1.0, -1.0], [-1.0, -1.0, -1.0, -1.0]]","-1
(This is what we're talking about here.)
-2
-3
-4
-5
-6
-7
-8
-9
-10
-11
-12
-13
-14
-15
-16
-17
-18"
"[""shortly after the episode!"", ""she certainly is a remarkable person!""]",[],623_16_6,"[[0.0, 1.0, 321.0, 101.0], [0.0, 221.0, 385.0, 383.0]]",[],"[[282.0, 47.0, 343.0, 127.0], [142.0, 399.0, 245.0, 507.0]]","Argument:
Argument:
Argument:
Argument:
Argument:
Argument:
Argument:
Argument:
Argument:
Argument:
Argument:
Argument:
Argument:
Argument:
Argument:
Argument:"
"[""owooh! hit twice! i won't be much good now! i better get home while i can!""]",[],624_43_5,"[[2.0, 0.0, 437.0, 100.0]]",[],"[[157.0, 466.0, 260.0, 590.0]]","-Argument- Description: Argument to be converted into the argument of the script.
-Argument- Description: Arguments to be converted into the arguments of the script.
-Argument- Description: Argument to be converted into the arguments of the script.
-Argument- Description: Arguments to"
"[""there he is -- holy smokes! it's a mummy --  hey you -- stop!""]",[],627_16_5,"[[114.0, 0.0, 504.0, 167.0]]",[],"[[61.0, 87.0, 151.0, 187.0]]","The argument must be a string to be printed in the comic. The argument is a name for the property ""Argument"".
Argument description:
The argument can be any string (see Formatting.Arguments, if not specified). For example, ""Argument Example"" will print the following:
An"
"[""and the only way to protect them, is to fight back at their murderers...""]",[],636_28_4,"[[23.0, 19.0, 352.0, 120.0]]",[],"[[342.0, 158.0, 478.0, 275.0]]","--type | --type|
In this case, the type argument is a byte-based type.
Argument Type The argument type.
Argument Type The argument type.
Argument Type The argument type.
Argument Type The argument type.
Argument Type The argument type.
Argument"
