dialog,narration,img_id,dialog_bounding_boxes,narration_bounding_boxes,face_bounding_boxes
"[""<NOT_CLASSIFIABLE let's say i join your team.> <WHY_QUESTION if these wakandans are all you say they are, what are our chances of success?>"", ""<FEEDBACK pretty good.> <INFORM i've already killed black panther 15 years ago. i almost killed his son then.>""]",[],bp_3_339_3,"[[42.0, 6.0, 299.0, 89.0], [285.0, 5.0, 486.0, 95.0]]",[],"[[51.0, 201.0, 84.0, 236.0], [321.0, 200.0, 355.0, 233.0]]"
['<INFORM obviously a presidential pardon is appealing.>'],[],bp_3_339_4,"[[555.0, 80.0, 688.0, 143.0]]",[],"[[-1.0, -1.0, -1.0, -1.0]]"
"[""<INFORM his name is t'challa.> <INFORM son of t'chaka.>""]",[],bp_3_340_1,"[[870.0, 91.0, 1007.0, 194.0]]",[],"[[313.0, 3.0, 837.0, 434.0]]"
"[""<INFORM ... you've told us a lot about wakanda, everett.> <INFORM they've got incredible natural resources, technology on par with the u.s.a. -->""]",[],bp_3_340_2,"[[55.0, 26.0, 306.0, 150.0]]",[],"[[-1.0, -1.0, -1.0, -1.0]]"
"['<ORDER look, son...>']",[],bp_3_341_3,"[[219.0, 58.0, 289.0, 102.0]]",[],"[[37.0, 157.0, 194.0, 378.0]]"
['<WHY_QUESTION who is it?>'],[],bp_3_344_2,"[[250.0, 95.0, 317.0, 133.0]]",[],"[[-1.0, -1.0, -1.0, -1.0]]"
['<INFORM good choice.> <WHY_QUESTION when should i come back?>'],[],bp_3_344_4,"[[161.0, 32.0, 340.0, 134.0]]",[],"[[313.0, 88.0, 549.0, 401.0]]"
['<BACKCHANNEL oh no!> <ORDER call clean-up!>'],[],bp_3_346_0,"[[290.0, 44.0, 423.0, 110.0]]",[],"[[-1.0, -1.0, -1.0, -1.0]]"
['<POLITENESS_FORMULA excuse me-- sir?> <YES-NO_QUESTION are you still here?>'],[],bp_3_346_4,"[[78.0, 18.0, 248.0, 100.0]]",[],"[[253.0, 85.0, 335.0, 171.0]]"
"['<INFORM and i thought my hand was dangerous.>', ""<INFORM between the two of us, the black panther doesn't stand a chance!>""]",[],bp_3_347_0,"[[303.0, 19.0, 443.0, 96.0], [336.0, 107.0, 485.0, 202.0]]",[],"[[635.0, 9.0, 804.0, 172.0], [634.0, 6.0, 802.0, 171.0]]"
"['<YES-NO_QUESTION need a lift?>', '<FEEDBACK sure sailor.>']",[],bp_3_347_1,"[[46.0, 80.0, 146.0, 128.0], [143.0, 145.0, 223.0, 187.0]]",[],"[[92.0, 347.0, 221.0, 456.0], [318.0, 35.0, 392.0, 161.0]]"
"['<INFORM you really are a cannibal.>', '<INFORM i prefer the term-->', ""<FEEDBACK whatever,><INFORM so now you're a woman.><WHY_QUESTION how does it feel?>""]",[],bp_3_347_3,"[[87.0, 40.0, 230.0, 113.0], [215.0, 99.0, 330.0, 152.0], [320.0, 49.0, 476.0, 131.0]]",[],"[[130.0, 226.0, 183.0, 261.0], [359.0, 228.0, 422.0, 261.0], [127.0, 223.0, 181.0, 259.0]]"
"[""<WHY_QUESTION then why go at all, t'challa?>"", '<FEEDBACK because you asked me to, logan.>']",[],bp_3_350_3,"[[43.0, 5.0, 244.0, 71.0], [242.0, 86.0, 407.0, 182.0]]",[],"[[37.0, 203.0, 186.0, 376.0], [390.0, 138.0, 483.0, 355.0]]"
"['<NOT_CLASSIFIABLE of course not.>', ""<INFORM in a worst-case scenario, the panther god could consume your immortal soul, but that's pretty unlikely.>"", ""<INFORM you're not joking.>"", '<NOT_CLASSIFIABLE no.>']",[],bp_3_353_1,"[[10.0, 10.0, 99.0, 71.0], [52.0, 63.0, 260.0, 188.0], [139.0, 403.0, 266.0, 463.0], [114.0, 457.0, 177.0, 494.0]]",[],"[[67.0, 200.0, 96.0, 231.0], [66.0, 200.0, 91.0, 226.0], [131.0, 214.0, 166.0, 242.0], [65.0, 199.0, 96.0, 227.0]]"
"['<INFORM then you agree to the ritual.>', ""<INFORM you didn't answer my question>"", '<FEEDBACK you first>', '<WHY_QUESTION who--?>']",[],bp_3_353_2,"[[37.0, 17.0, 187.0, 99.0], [591.0, 4.0, 808.0, 65.0], [575.0, 46.0, 671.0, 105.0], [630.0, 155.0, 748.0, 209.0]]",[],"[[228.0, 4.0, 526.0, 333.0], [853.0, 86.0, 1051.0, 330.0], [226.0, 3.0, 526.0, 331.0], [854.0, 84.0, 1050.0, 328.0]]"
['<BACKCHANNEL ah.> <FEEDBACK right on time.>'],[],bp_3_353_3,"[[193.0, 19.0, 319.0, 79.0]]",[],"[[165.0, 77.0, 219.0, 148.0]]"
['<WHY_QUESTION what the hell?!>'],[],bp_3_354_0,"[[744.0, 65.0, 846.0, 108.0]]",[],"[[519.0, 12.0, 640.0, 118.0]]"
"[""<YES-NO_QUESTION t'challa...?>"", ""<YES-NO_QUESTION t'challa...?>""]",[],bp_3_354_1,"[[507.0, 31.0, 626.0, 62.0], [588.0, 98.0, 707.0, 127.0]]",[],"[[252.0, 2.0, 490.0, 258.0], [750.0, 4.0, 1047.0, 207.0]]"
"['<INFORM i am calling on you-->', '<INFORM --two of my oldest and dearest friends-->', '<INFORM --to take advantage of the neutral ground that wakanda provides.> <ORDER let the spirit of the day rekindle friendships that are deeper than whatever differences separate us.>']",[],bp_3_355_1,"[[301.0, 3.0, 449.0, 52.0], [456.0, 4.0, 612.0, 91.0], [769.0, 138.0, 1139.0, 248.0]]",[],"[[699.0, 6.0, 785.0, 154.0], [695.0, 2.0, 782.0, 153.0], [695.0, 1.0, 779.0, 152.0]]"
"[""<INFORM tony, i've listened to you.> <ORDER now listen to me:>"", '<INFORM this cancer that is eating away at the soul of your country, it has no home here.>']",[],bp_3_357_3,"[[22.0, 8.0, 297.0, 43.0], [87.0, 62.0, 292.0, 146.0]]",[],"[[54.0, 240.0, 251.0, 454.0], [55.0, 239.0, 252.0, 453.0]]"
"['<NOT_CLASSIFIABLE crystal.>', ""<ORDER give my regards to ororo.><ORDER tell her i'm sorry i couldn't stay.>""]",[],bp_3_357_4,"[[47.0, 17.0, 155.0, 43.0], [46.0, 56.0, 192.0, 162.0]]",[],"[[57.0, 182.0, 104.0, 230.0], [57.0, 182.0, 103.0, 227.0]]"
['<YES-NO_QUESTION am i clear?>'],[],bp_3_357_5,"[[41.0, 47.0, 123.0, 89.0]]",[],"[[20.0, 112.0, 273.0, 578.0]]"
"[""<COMMIT let's do this.>""]",[],bp_3_359_1,"[[353.0, 24.0, 447.0, 63.0]]",[],"[[165.0, 13.0, 328.0, 181.0]]"
"['<INFORM if you would at least consider a conversation, it might be a worth a lot to both of us.> <POLITENESS_FORMULA my door is always open.>']",[],bp_3_361_3,"[[36.0, 7.0, 259.0, 133.0]]",[],"[[120.0, 274.0, 432.0, 586.0]]"
"['<INFORM we must be sure and tell prince namor ""thank you"" for use of this island.> <INFORM it\'s uncharted, but more important...>']",[],bp_3_362_2,"[[621.0, 2.0, 909.0, 114.0]]",[],"[[934.0, 5.0, 1149.0, 312.0]]"
"['<INFORM behind the smiles and the gifts lurks fear.> <INFORM people look at us as a couple and quiver.>', '<INFORM too much power, too much wealth, too well connected.> <INFORM they think we might take over the world.>', '<FEEDBACK so you want to do a goodwill tour to assuage their fears.>', '<FEEDBACK exactly.>']",[],bp_3_363_1,"[[3.0, 5.0, 352.0, 62.0], [70.0, 64.0, 292.0, 174.0], [305.0, 84.0, 482.0, 183.0], [266.0, 179.0, 375.0, 215.0]]",[],"[[218.0, 222.0, 254.0, 258.0], [218.0, 222.0, 253.0, 256.0], [263.0, 240.0, 306.0, 266.0], [217.0, 220.0, 252.0, 259.0]]"
"[""<YES-NO_QUESTION are we going to see him soon?><YES-NO_QUESTION is there a regular meeting of super-powered monarchs that we'll be attending?>"", '<FEEDBACK well, not a ""regular meeting,"" no.><INFORM but i thought it would be a good idea for us to visit some of the larger centers of global power.>']",[],bp_3_363_3,"[[4.0, 9.0, 327.0, 77.0], [87.0, 497.0, 328.0, 617.0]]",[],"[[22.0, 176.0, 173.0, 318.0], [346.0, 250.0, 552.0, 427.0]]"
"['<INFORM you could think that... ..there are no facts to support it, but you could think that.>']",[],bp_3_364_3,"[[209.0, 25.0, 377.0, 212.0]]",[],"[[484.0, 8.0, 916.0, 256.0]]"
"['<INFORM i am doom!>', '<BYE goodbye.>']",[],bp_3_365_3,"[[376.0, 36.0, 465.0, 89.0], [773.0, 18.0, 881.0, 54.0]]",[],"[[-1.0, -1.0, -1.0, -1.0], [675.0, 7.0, 752.0, 99.0]]"
"['<WHY_QUESTION what happened to the lights?>', ""<WHY_QUESTION what?> <INFORM i can't hear you!> <INFORM my hearing aid isn't working!>""]",[],bp_3_366_0,"[[265.0, 39.0, 421.0, 109.0], [346.0, 91.0, 602.0, 197.0]]",[],"[[20.0, 36.0, 257.0, 344.0], [620.0, 104.0, 936.0, 406.0]]"
"[""<INFORM looks like someone cut your puppets' strings, doom.>""]",[],bp_3_366_3,"[[178.0, 209.0, 361.0, 322.0]]",[],"[[173.0, 546.0, 369.0, 810.0]]"
"['<ORDER put us down here,> <POLITENESS_FORMULA please.>', ""<INFORM but the ship won't fly.>"", '<FEEDBACK it will.> <INFORM the vibranium hull protected it from the effect of the emp.>']",[],bp_3_367_1,"[[450.0, 5.0, 623.0, 53.0], [422.0, 52.0, 559.0, 116.0], [522.0, 103.0, 704.0, 193.0]]",[],"[[294.0, 138.0, 537.0, 345.0], [163.0, 2.0, 326.0, 183.0], [297.0, 139.0, 534.0, 341.0]]"
"['<WHY_QUESTION and who\'s in this ""super hero army""?>', '<FEEDBACK well, the core members are panther, storm, dr. doom and namor.> <INFORM the new ""frightful four."">', '<YES-NO_QUESTION are you saying they call themselves that?>']",[],bp_3_368_0,"[[321.0, 264.0, 456.0, 323.0], [250.0, 324.0, 447.0, 411.0], [347.0, 418.0, 451.0, 484.0]]",[],"[[-1.0, -1.0, -1.0, -1.0], [-1.0, -1.0, -1.0, -1.0], [-1.0, -1.0, -1.0, -1.0]]"
"['<WHY_QUESTION so what happens when this bad information blows up like yellow cake?>', '<INFORM i have a feeling wakanda will blow up first.>']",[],bp_3_368_4,"[[110.0, 224.0, 274.0, 307.0], [36.0, 286.0, 135.0, 357.0]]",[],"[[133.0, 33.0, 216.0, 137.0], [-1.0, -1.0, -1.0, -1.0]]"
"[""<GREET oh hi!> <GREET i'm tigra.> <INFORM we haven't really met.> <INFORM just kind of in those big rooms with every avenger assembled now and then...>""]",[],bp_3_370_2,"[[169.0, 324.0, 363.0, 428.0]]",[],"[[215.0, 51.0, 277.0, 119.0]]"
"['<GREET so we meet again...>', '<GREET ah, my ""secret weapon."">', ""<INFORM i've thought about you a lot since katrina.> <INFORM i'd really like to... work with you more.> <INFORM develop my abilities.> <INFORM i think i could learn a lot from you.>"", ""<INFORM i'm glad to hear that, monica.>"", '<INFORM i appreciate that you came to the wedding.>', ""<INFORM it was hard, i'll tell you that.>"", '<WHY_QUESTION speaking of which, where is your wife...?>', '<INFORM at the embassy.>', '<FEEDBACK oh.>']",[],bp_3_372_0,"[[276.0, 58.0, 375.0, 129.0], [817.0, 238.0, 929.0, 299.0], [49.0, 736.0, 307.0, 841.0], [94.0, 1016.0, 225.0, 1083.0], [320.0, 741.0, 479.0, 804.0], [479.0, 739.0, 597.0, 802.0], [334.0, 1111.0, 469.0, 1190.0], [707.0, 761.0, 810.0, 827.0], [803.0, 890.0, 863.0, 938.0]]",[],"[[359.0, 190.0, 447.0, 285.0], [772.0, 331.0, 851.0, 417.0], [221.0, 903.0, 306.0, 1009.0], [74.0, 832.0, 183.0, 966.0], [393.0, 859.0, 441.0, 915.0], [495.0, 815.0, 576.0, 898.0], [494.0, 813.0, 558.0, 891.0], [686.0, 817.0, 731.0, 875.0], [785.0, 968.0, 825.0, 1017.0]]"
['<INFORM ...about registration. >'],[],bp_3_373_0,"[[373.0, 33.0, 501.0, 74.0]]",[],"[[279.0, 55.0, 348.0, 145.0]]"
['<WHY_QUESTION you were saying?>'],[],bp_3_374_0,"[[518.0, 12.0, 609.0, 59.0]]",[],"[[347.0, 14.0, 529.0, 201.0]]"
"['<BACKCHANNEL wow,> <CLOSE what a finish!>']",[],bp_3_375_0,"[[311.0, 39.0, 397.0, 99.0]]",[],"[[428.0, 52.0, 575.0, 205.0]]"
"[""<YES-NO_QUESTION look, are you okay?> <INFORM because i'm going to look for reed now.>"", ""<FEEDBACK oh...i'm fine.> <COMMIT i need to look for my husband, too.>""]",[],bp_3_375_3,"[[29.0, 6.0, 181.0, 55.0], [103.0, 59.0, 197.0, 121.0]]",[],"[[80.0, 183.0, 132.0, 259.0], [223.0, 142.0, 300.0, 221.0]]"
"[""<YES-NO_QUESTION wow, did you know he was that strong?> <NOT_CLASSIFIABLE i mean he's hercules, but still-->"", ""<INFORM i don't think he's going to need our assistance on this one.>""]",[],bp_3_375_4,"[[14.0, 1.0, 194.0, 58.0], [194.0, 4.0, 355.0, 71.0]]",[],"[[82.0, 126.0, 170.0, 237.0], [195.0, 97.0, 306.0, 229.0]]"
"['<FEEDBACK no... no...>', '<ORDER fear not, daughter.> <INFORM we will reconnect you to your essence.>']",[],bp_3_377_0,"[[30.0, 72.0, 102.0, 129.0], [104.0, 52.0, 291.0, 152.0]]",[],"[[89.0, 533.0, 345.0, 824.0], [235.0, 161.0, 334.0, 258.0]]"
"[""<INFORM even if they can't, you can take panther-training...>"", '<INFORM maybe xavier -- even emma -- maybe they can help ...>']",[],bp_3_377_2,"[[207.0, 365.0, 365.0, 481.0], [49.0, 354.0, 206.0, 460.0]]",[],"[[260.0, 20.0, 376.0, 185.0], [140.0, 516.0, 363.0, 909.0]]"
"[""<FEEDBACK damn,> <INFORM i can't... stay lit!>""]",[],bp_3_379_0,"[[297.0, 344.0, 429.0, 431.0]]",[],"[[592.0, 98.0, 776.0, 293.0]]"
"[""<ORDER look at 'em.> <INFORM now he's got the crowd on his side.> <INFORM and you can imagine how they're celebratin' up in harlem.>"", ""<FEEDBACK this ain't a good look for biggie....> <FEEDBACK not at all.>""]",[],bp_3_381_1,"[[800.0, 14.0, 1020.0, 152.0], [1050.0, 34.0, 1250.0, 133.0]]",[],"[[982.0, 159.0, 1055.0, 266.0], [1103.0, 191.0, 1179.0, 280.0]]"
"[""<YES-NO_QUESTION still don't trust me?> <INFORM that's okay.> <INFORM i don't trust you either.>"", '<NOT_CLASSIFIABLE as long as we understand each other.>']",[],bp_3_382_1,"[[154.0, 36.0, 323.0, 143.0], [162.0, 144.0, 368.0, 228.0]]",[],"[[432.0, 84.0, 1045.0, 462.0], [431.0, 82.0, 1044.0, 460.0]]"
['<INFORM but you seem right at home down here.>'],[],bp_3_382_3,"[[91.0, 24.0, 250.0, 106.0]]",[],"[[154.0, 205.0, 343.0, 423.0]]"
"['<COMMIT sure ya do!><FEEDBACK you might have erased every image of me when i tore this little playhouse down years ago, but you know who i am and what i did to you!>']",[],bp_3_384_2,"[[276.0, 64.0, 548.0, 237.0]]",[],"[[218.0, 206.0, 258.0, 236.0]]"
"['<YES-NO_QUESTION daddy, that true?>', '<BACKCHANNEL sssssh!!!>']",[],bp_3_384_4,"[[42.0, 84.0, 159.0, 160.0], [205.0, 69.0, 327.0, 121.0]]",[],"[[147.0, 178.0, 271.0, 321.0], [300.0, 154.0, 450.0, 320.0]]"
['<GREET you men!> <INFORM the cannon is destroyed.> <INFORM the warriors you enslaved are free and are all looking for you.> <YES-NO_QUESTION are you really going to stand here in an attempt to protect a dead man?>'],[],bp_3_385_0,"[[454.0, 17.0, 728.0, 187.0]]",[],"[[307.0, 133.0, 410.0, 272.0]]"
['<INFORM your time is over.>'],[],bp_3_385_2,"[[59.0, 204.0, 151.0, 272.0]]",[],"[[-1.0, -1.0, -1.0, -1.0]]"
['<GREET amandla... brothers and sisters.>'],[],bp_3_386_2,"[[895.0, 35.0, 1071.0, 119.0]]",[],"[[387.0, 5.0, 839.0, 346.0]]"
"[""<ORDER c'mon, don't take it personal.><INFORM it was just a business.>"", '<INFORM our""business"" is concluded.><INFORM your trial will be short and death, an example.>', '<INFORM i like it!><YES-NO_QUESTION does this sister have a sister?>']",[],bp_3_387_0,"[[531.0, 59.0, 745.0, 157.0], [466.0, 230.0, 713.0, 333.0], [1050.0, 527.0, 1188.0, 624.0]]",[],"[[576.0, 365.0, 809.0, 592.0], [298.0, 24.0, 493.0, 254.0], [1049.0, 138.0, 1142.0, 268.0]]"
"[""<WHY_QUESTION whatya think, t'charlie?>"", ""<FEEDBACK looks pretty real.> <INFORM i've read reed's manuals on skrull technology.> <INFORM i should be able to pilot us home.>"", '<INFORM sounds like a great read at the beach.>', '<FEEDBACK actually, yes.>']",[],bp_3_388_1,"[[54.0, 19.0, 192.0, 100.0], [191.0, 17.0, 445.0, 147.0], [460.0, 112.0, 649.0, 196.0], [354.0, 467.0, 489.0, 527.0]]",[],"[[18.0, 257.0, 140.0, 394.0], [310.0, 163.0, 435.0, 352.0], [522.0, 374.0, 612.0, 517.0], [311.0, 170.0, 432.0, 349.0]]"
"[""<ORDER don't worry.> <INFORM you won't be needing this craft.> <INFORM you're going home to earth alright.>"", '<FEEDBACK oh no!><FEEDBACK the frogs!!!>', '<YES-NO_QUESTION you know these cats?> <INFORM i mean fr>--', '<ORDER move away before-->']",[],bp_3_389_0,"[[498.0, 30.0, 721.0, 135.0], [527.0, 430.0, 628.0, 496.0], [636.0, 456.0, 771.0, 519.0], [967.0, 739.0, 1065.0, 798.0]]",[],"[[225.0, 112.0, 317.0, 222.0], [424.0, 489.0, 530.0, 646.0], [564.0, 553.0, 674.0, 705.0], [994.0, 495.0, 1142.0, 613.0]]"
"['<ORDER tell them to go to hell, honey.>', '<ORDER go to hell, you bastards.>', '<INFORM i understand.><INFORM you are of royal blood. you come from a long line of kings. your pride will not let you give in, despite the hopelessness of your situation.>', '<INFORM do not worry though ... >', '<INFORM  we have beeaten the pride out of greater kings than you.>']",[],bp_3_391_0,"[[303.0, 420.0, 476.0, 520.0], [313.0, 557.0, 456.0, 647.0], [786.0, 495.0, 1042.0, 632.0], [837.0, 629.0, 971.0, 701.0], [483.0, 799.0, 642.0, 922.0]]",[],"[[512.0, 386.0, 696.0, 644.0], [151.0, 526.0, 287.0, 731.0], [1103.0, 553.0, 1172.0, 624.0], [1102.0, 550.0, 1178.0, 617.0], [190.0, 799.0, 284.0, 894.0]]"
"['<INFORM look at your wife, that collar neutralizes her powers, making them as useful as a bosom on a brood queen.>', ""<INFORM you have no more options.> <ORDER accept that you've lost.> <ORDER tell your people to stand down.>""]",[],bp_3_391_1,"[[55.0, 57.0, 280.0, 193.0], [276.0, 37.0, 459.0, 183.0]]",[],"[[158.0, 278.0, 327.0, 405.0], [157.0, 276.0, 325.0, 401.0]]"
"[""<GREET hey happy!> <INFORM i'm going to meander out to that barn and have another look!> <ORDER you wait here...>"", '<FEEDBACK shore will, tim> <BACKCHANNEL (p-too!)>']",[],407_6_2,"[[10.0, 18.0, 292.0, 122.0], [290.0, 11.0, 397.0, 91.0]]",[],"[[79.0, 129.0, 162.0, 221.0], [227.0, 119.0, 351.0, 211.0]]"
['<GREET oh boy!> <INFORM the day for the big race is finally here!>'],['sullavilk skates derby'],40_22_1,"[[154.0, 210.0, 456.0, 375.0]]","[[103.0, 0.0, 577.0, 45.0]]","[[516.0, 45.0, 651.0, 184.0]]"
"['<INFORM i got ya now-w-wow!>', '<FEEDBACK careful with that club junior!>']",[],410_7_2,"[[0.0, 0.0, 173.0, 60.0], [181.0, 0.0, 404.0, 61.0]]",[],"[[99.0, 94.0, 160.0, 154.0], [216.0, 108.0, 277.0, 173.0]]"
"['<YES-NO_QUESTION do you own this dump, bud?>', '<BACKCHANNEL oof---><FEEDBACK i certainly do!> <WHY_QUESTION what is the meaning of this outrage?> <WHY_QUESTION who are you?> <WHY_QUESTION what do you want?>']",[],416_20_0,"[[15.0, 10.0, 167.0, 86.0], [167.0, 8.0, 393.0, 136.0]]",[],"[[105.0, 130.0, 170.0, 205.0], [217.0, 122.0, 268.0, 188.0]]"
"[""<INFORM wait-i just got an idee!> <INFORM colonel duncan has brought his rodeo to cimarron city!> <INFORM he oughtta pay a fair price for a blickin' hoss like this one!>"", ""<FEEDBACK whatever we got would be better than nothin'!>""]",[],436_18_6,"[[12.0, 2.0, 452.0, 138.0], [415.0, 4.0, 601.0, 148.0]]",[],"[[84.0, 149.0, 370.0, 390.0], [354.0, 219.0, 489.0, 393.0]]"
"[""<INFORM you're too quick to reach for your gun, lucky!>"", ""<YES-NO_QUESTION lucky?> <FEEDBACK you know me sheriff!> <INFORM my name ain't lucky!>""]",[],441_18_3,"[[0.0, 12.0, 273.0, 143.0], [313.0, 12.0, 534.0, 143.0]]",[],"[[63.0, 295.0, 157.0, 376.0], [336.0, 260.0, 484.0, 378.0]]"
"['<BACKCHANNEL oh> <POLITENESS_FORMULA pardon me!> <INFORM i was looking for the bath>', '<INFORM the next door stupid!>']",[],45_45_7,"[[62.0, 12.0, 242.0, 74.0], [221.0, 13.0, 305.0, 97.0]]",[],"[[180.0, 75.0, 216.0, 119.0], [231.0, 115.0, 260.0, 149.0]]"
"[""<FEEDBACK this time, champ, i'm ready for you>""]",[],45_55_5,"[[459.0, 29.0, 641.0, 84.0]]",[],"[[394.0, 71.0, 452.0, 125.0]]"
"['<INFORM bully for ludwig!> <FEEDBACK he did not fail us>', '<FEEDBACK so this is the precious instrument that six nations are after>']",['however:'],45_55_7,"[[99.0, 35.0, 228.0, 102.0], [224.0, 33.0, 377.0, 117.0]]","[[5.0, 20.0, 136.0, 65.0]]","[[193.0, 115.0, 227.0, 147.0], [250.0, 118.0, 281.0, 147.0]]"
"['<FEEDBACK nothing...> <INFORM is the... matter>', ""<INFORM something is worrying that boy!> <INFORM i'm going to follow him, bob!>""]",[],462_3_2,"[[8.0, 26.0, 140.0, 92.0], [175.0, 26.0, 363.0, 122.0]]",[],"[[48.0, 146.0, 148.0, 254.0], [240.0, 239.0, 271.0, 282.0]]"
['<FEEDBACK oh dear!>'],[],46_15_0,"[[228.0, 225.0, 331.0, 290.0]]",[],"[[353.0, 161.0, 458.0, 250.0]]"
"['<YES-NO_QUESTION you fight each other because you are dissatisfied -- because your morale is weak because you cannot win the war, no?>', ""<FEEDBACK sure!> <INFORM we're fed up with the whole deal!>"", '<WHY_QUESTION wha?>']",[],46_22_2,"[[9.0, 10.0, 252.0, 196.0], [225.0, 13.0, 349.0, 177.0], [201.0, 159.0, 282.0, 203.0]]",[],"[[38.0, 222.0, 112.0, 304.0], [260.0, 218.0, 334.0, 285.0], [156.0, 212.0, 229.0, 282.0]]"
['<POLITENESS_FORMULA so sorry ><INFORM if i jump this gun!>'],[],473_18_4,"[[173.0, 29.0, 342.0, 112.0]]",[],"[[157.0, 304.0, 217.0, 370.0]]"
['<INFORM this!>'],['eddie flings himself backward... the candle flips into th and lands outside the circle of dry straw!'],48_44_1,"[[614.0, 158.0, 738.0, 247.0]]","[[7.0, 2.0, 667.0, 65.0]]","[[535.0, 215.0, 604.0, 288.0]]"
['<FEEDBACK yup--> <INFORM this question ought to get a rise out of him>'],[],490_29_4,"[[141.0, 11.0, 608.0, 141.0]]",[],"[[109.0, 123.0, 282.0, 344.0]]"
['<INFORM a pistol is too dangerous a toy to play with>'],[],492_7_0,"[[49.0, 8.0, 653.0, 134.0]]",[],"[[468.0, 104.0, 551.0, 196.0]]"
['<GREET phooey.. phooey.. phooeym!!> <FEEDBACK what a life!>'],[],494_46_2,"[[121.0, 64.0, 354.0, 180.0]]",[],"[[79.0, 246.0, 162.0, 312.0]]"
"[""<FEEDBACK there's something very strange about that weapon!> <INFORM --and i'm going to know what!>""]",[],496_7_1,"[[0.0, 7.0, 128.0, 98.0]]",[],"[[32.0, 101.0, 132.0, 277.0]]"
['<INFORM we lost her.><INFORM my sword sister is gone.>'],[],bp_4_398_0,"[[828.0, 28.0, 1044.0, 124.0]]",[],"[[824.0, 117.0, 936.0, 266.0]]"
"[""<ORDER don't leave me, beloved.>"", '<NOT_CLASSIFIABLE please...>']",[],bp_4_398_3,"[[737.0, 22.0, 849.0, 80.0], [842.0, 77.0, 944.0, 102.0]]",[],"[[422.0, 58.0, 652.0, 314.0], [422.0, 58.0, 652.0, 311.0]]"
"['<ORDER so tell me what do you know.>', ""<INFORM your task won't be easy>. <INFORM the tug of the afterlife is very strong.> <INFORM the longer one stays there, the more powerful its gravity.>""]",[],bp_4_399_1,"[[285.0, 25.0, 430.0, 91.0], [316.0, 98.0, 541.0, 266.0]]",[],"[[46.0, 35.0, 280.0, 331.0], [388.0, 303.0, 570.0, 520.0]]"
"[""<INFORM life isn't a poem, my love.>"", ""<INFORM and this isn't a storybook...>""]",[],bp_4_403_1,"[[28.0, 22.0, 186.0, 103.0], [76.0, 112.0, 278.0, 172.0]]",[],"[[421.0, 21.0, 616.0, 301.0], [423.0, 18.0, 611.0, 298.0]]"
['<YES-NO_QUESTION you mean time for us to go home.>'],[],bp_4_403_5,"[[980.0, 29.0, 1105.0, 137.0]]",[],"[[629.0, 3.0, 892.0, 227.0]]"
"['<INFORM my p.r.i.d.e. has uncovered some very disturbing links between the weapons used in the attack on me and an old friend of yours.>', '<BACKCHANNEL oh?><WHY_QUESTION who?>', '<FEEDBACK prince namor.>', '<ORDER shuri... tell me everything.>']",['princess regent inteligence division executives -editor'],bp_4_405_1,"[[134.0, 20.0, 399.0, 178.0], [412.0, 130.0, 490.0, 191.0], [498.0, 99.0, 600.0, 177.0], [669.0, 352.0, 850.0, 447.0]]","[[384.0, 593.0, 629.0, 658.0]]","[[107.0, 191.0, 333.0, 466.0], [393.0, 230.0, 450.0, 299.0], [109.0, 189.0, 330.0, 465.0], [861.0, 349.0, 1077.0, 636.0]]"
"['<INFORM robert courtney is dead!>', ""<YES-NO_QUESTION isn't that a shame, mike!> <INFORM he was such a gifted artist!>""]",[],507_14_0,"[[119.0, 35.0, 511.0, 150.0], [533.0, 44.0, 835.0, 225.0]]",[],"[[432.0, 218.0, 497.0, 285.0], [601.0, 387.0, 861.0, 791.0]]"
